stars,review_body,review_title,product_category
1,Se rompieron rapido no me duro nada y la duracion de la bateria mal. Comprando este producto tire el dinero,No recomiendo,electronics
1,"Es muy muy gorda el doble que el teléfono, no cubre los cantos de la pantalla, y es muy dura si cae al suelo no absorbe impacto. Pesa mucho parece de plomo no de litio.","Cubre poco, muy gorda, pesa mucho",electronics
1,"No se de dónde salen las opiniones positivas de este producto porque yo compré 3 pares en Agosto aprovechando una oferta y uno a uno se han ido rompiendo. Ni 6 meses han durado. Me han salido los 3 defectuosos??? En uno dejó de oirse un auricular, el otro dejó de vincularse al teléfono y el tercero no carga. Ya sabeis, os durarán unas semanas y....ya los podeis tirar",No duran nada,electronics
1,"Para empezar, personas que leáis esta opinión tened en cuenta que aquí el papel de la empresa amazon ha sido excelente, de hecho gracias a ellos he podido recibir el reembolso, es decir, que ellos me han dado la garantía. Por otro lado, la responsabilidad recae sobre el vendedor de SONLINE-HK ya que lo puedo clasificar como impresentable. No solo no responde a las dudas, correos que le envía el comprador, sino que pasa absolutamente y ya no está dentro de la plataforma para vender. Entonces, del producto no puedo opinar porque nunca me llegó y tampoco el reembolso por su parte. Digamos que cuando se le acabo el stock de los cargadores se fue de la plataforma dejando de lado a los clientes que teníamos pedidos con éste. Porque se puede la opción de 0 estrellas porque sino se lo lleva directamente. Dar las gracias a amazon y a la atención al cliente.",IMPRESENTABLE,electronics
1,Tengo un portátil ACER moderno con Windows 10 actualizado al que puedo agregar dispositivos sin problema. Pero a este aparato ni lo reconoce.,No vale nada,electronics
1,"fatal el producto, no duran más de dos años, no se oyen bien los agudos, no se escucha bien el microfono, no los recomiendo en absoluto.",mal sonido y mal microfono,electronics
1,"El sonido no es muy bueno, cualquier casco con cable tienen mejor calidad de sonido. Uno de ellos suena más que otro y el tamaño es mucho más grande que cualquiera pero logicamente no se puede apreciar en la foto porque no ponen unos normales al lado para poder apreciarlo. Los voy a descambiar y seguir con los que tengo de cable.",no los recomiendo,electronics
1,"Funcionamiento totalmente defectuoso, en cuanto lo he conectado la imagen se ha nublado completamente en el televisor. No lo recomiendo",Funcionamiento defectuoso,electronics
1,En la foto de la publicidad (la 1a. foto) sale que la funda es para un S6 Edge. Así la compré la 1a vez (2017). Ahora he dado al click de comprar de nuevo y resulta que la funda es para un S6. No encaja bien con el Edge..,La foto de la publicidad no es correcta,electronics
1,Son mucho mas grandes de lo habitual y tienes que sincronizarlos cada vez que los enciendes. Se me paso el periodo de devolucion porque sino lo haría.,Decepción,electronics
1,"Se estropeó enseguida. En dos meses, aproximadamente 10 cargas, dejó de funcionar.",Duró poco,electronics
1,Al conectar los cables se abre por la mitad la T. Quiero devolverla y me tengo que hacerme cargo del coste del envío por lo que me es más caro el collar que el perro.,Mala calidad,electronics
1,"Compré éste modelo y lo tuve que devolver porque se quedaba bloqueado, ahora acabo de devolver el segundo con el mismo problema. Dándole un uso mínimo, se bloquea. No volveré a comprar nada parecido. Una pérdida de tiempo",ana,electronics
1,"Carga rapido pero llevo un mes y una semana con el y ya se le está saliendo el cobre, no lo entiendo, ha roto el cable",Marisa,electronics
1,Tuve que rectificar la chapa trasera y cortarla porque no se adaptaba a mi tv a pesar de que ponía que si!,No se adaptó bien al tv,electronics
1,"Durante el primer mes todo muy bien con la carga rápida, después empezó a fallar .ya no me carga rápido.",Carga rápida mala.,electronics
1,con el volumen de la tele a tope apenas se escuchaba decentemente,Lo devolví,electronics
1,"el jack se ha roto en menos de dos semanas, se ha caido el casco y el jack se ha torcido un monton, vamos que es de calidad mediocre. ademas de eso nunca funcionó el mano libre en android.",producto malo,electronics
1,"Lo compre en abril y ya no me Funciona, no me carga el móvil . Dice no está cargando !!",No carga,electronics
1,"No he podido probar el producto ya que no entra en la cámara, es cuestión de medio milímetro. Una vez que hice el burro y la force a entrar ahora la cámara no enciende, con un cable usb si. Supongo que es porq no hace bien contacto. Aún no puedo confirmar durabilidad ya que no he conseguido hacer funcionar la cámara. Trae dos baterías y un soporte cargador para las mismas.",No conseguí hacer funcionar la cámara,electronics
1,"Tarda un poco en reaccionar, incluso hay veces q no funciona...",Inadecuado,electronics
1,La carcasa l pille por los comentarios que vi pero resulta q le di uso 4 días y la conecte para cargarla y no cogía la carga pensé q sería mi cable pues no era la batería q no duró nda en si mala.,Un producto malo,electronics
1,"la referencia que nos muestra amazon en el anuncio, no corresponde con lo que llega, en el anuncio el cable lleva sus datos técnicos impresos, el que llega, esta en blanco y me temo que cambian el producto, muestran foto de un europeo, y meten china",quizás lo devuelva...,electronics
1,"He tenido que devolver las baterías con el cargador ya que cuando pones las dos baterías a cargar a la vez, simplemente no cargan, es más, se descargan. Además no encajan bien en el hueco del cargador, se quedan sueltas. un desastre",No funciona,electronics
1,"La cámara no funciona bien, además de que ni grava en la targeta micro sd, pierde la señal WiFi, un desastre, arrepentido de comprarla, esta de adorno puesta",Desastre,electronics
1,Lo tuve que des cambiar porq no sirve para conectar el movil a mi proyector,No sirve,electronics
1,"Me acaban de llegar y me han venido con un auricular roto, estoy muy defraudado.",Me llegaron rotos,electronics
1,"No ha leído ni un solo pendrive ni tarjeta sd, ni micro sd, y he probado con dos ipads. No lo recomiendo.",Lector que no lee,electronics
1,Además he contactado con el proveedor para hacer unas preguntas y por el momento no responde. El sonido según le da lo graba pero con mucho eco...,No graba bien el audio y la imagen a menudo sale con cortes,electronics
1,Han enviado el modelo antiguo..sin salida optica y 65 watt en vez de los 80 anunciados....embalaje minimo,Envio equivocado,electronics
1,El mango no tiene calidad y vino tocado,Deja que desear,electronics
1,No puedo opinar. Lo devuelvo ya que me enviaron equivocado el artículo. Yo compré un Garmin fénix 5x plus y me mandaron un Garmin fénix 5.,"Devuelto, me envían artículo equivocado",electronics
1,"Tenía buena pinta, pero no funciona",No funciona,electronics
1,"He comprado estos cascos en 2 ocasiones y las 2 me ha pasado el mismo problema: la batería del auricular izquierdo se agota antes que la del derecho con la correspondiente faena en el rendimiento conjunto, una pena.",Fracaso por partida doble,electronics
1,No hay instrucciones en español.,instrucciones,electronics
1,"Si usa la inclinación sobresale como los demás, y en cambio por poco más dinero se puede comprar otro soporte más fuerte y fácil de montar los ganchos que permiten la inclinación son endebles. No lo recomiendo.",Endeble y complicado,electronics
1,"Lamentablemente han dejado de funcionar al poco de terminar el periodo de devolución. Es la peor compra que he hecho nunca. La batería dura un asalto, y tras 10 usos o alguno menos, ya no encienden...Un engaño de producto",Me han durado 10 usos.,electronics
1,"No ha durado ni un mes ,auricular derecho ya no suena,parece tema de cable cortado,no lo recomiendo para nada",Dinero tirado,electronics
1,"En un inicio el telefono funcionaba correctamente, pero tras dos meses y medio de uso ha dejado de conectarse al telefono. Hemos reseteado el telefono, desinstalado la aplicación, probado con otros telefonos y nada. No se conecta. No lo recomiendo en absoluto.",defectuoso,electronics
1,"Lo he devuelto porque llegó averiado. Una lástima, porque se me han quitado las ganas de tenerlo, ahora ya no me da confiaza.",Llegó en mal estado,electronics
1,Los voy a devolver ya que pierde la señal cada minuto y hay que volver a buscarlo,No funciona bien,electronics
1,Lo compré hace bastante y lo deseché en un cajón porque la batería no duraba apenas un par de horas. No lo recomiendo,Decepcionante,electronics
1,"El sonido está muy compensado y bastante nítido. Solo me han durado tres meses,ha fallado la parte del cable que va junto a la clavija.","Buen sonido, cable falto de calidad.",electronics
1,"No los compreis no duran ni 30 min los primeros dias y después de dejarlos sin usar una semana no m duraban ni 5 minutos, por lo demas buen tamaño .",No dura nada la batería,electronics
1,"Super descontentos. De plástico y muy flojo, pero si al menos hubiera funcionado pues por el precio estaria bien. Lo malo que no ha funcionado desde el principio, se apaga continuamente sin motivo y para que funcione tienes que reiniciarlo por completo, hemos cambiado el USB, las opciones, pero no ha habido manera se apaga igualmente. Lo compramos para un regalo para mi madre para ponerle las fotos de los nietos y está súper desilusionada. Lógicamente lo devolvemos.","Malísimo, muy descontentos. No funciona.",electronics
1,"muy mal calidad,no funciona bien,muchas horas cargando muy poco 😓",mal calidad,electronics
1,Lo descambie porque no me iba desde primera hora,No me ha funcionado,electronics
1,"Al poco tiempo de uso, dejo de funcionar y despues de varios intentos con el vendedor y despues de varios meses aún no he recibido ni el reembolso, ni el articulo de repuesto, ni la opción de reparación. Tengo los correos que lo certifican, en los que me dice que me mandan otro de repuesto. No os lo creáis.",Dejo de funcionar,electronics
1,En un mes la batería se agota a los 10 minutos de funcionamiento Voy a ver si puedo hacer algo para que me lo reparen O si no me lo sustituyan o reintegren,Mala compra,electronics
1,El producto está bien. Me gusta mucho de aspecto pero uno de los bordes venía roto. Quizás por el transporte o por lo que fuera. El caso es que no he querido devolverlo y lo pegaré con cola de carpintero. No sé si le habrá pasado a más gente pero se suele esperar más de los productos de Amazon y de las empresas que los transportan.,Bien de aspecto. Pero uno de los bordes venía roto,electronics
1,El producto llegó dos días tarde y es muy diferente a la imagen que muestran.,Tarde y malo,electronics
1,"El producto no funciona, así que he tenido que solicitar una devolución",No funciona desde el principio,electronics
1,"No me ha llegado todavía, no sé porque pone que sí",No me ha llegado,electronics
1,"Todo perfecto solo q no graba en ninguna tarjeta, tengo otra de otra marca y va muy bien pensé q esta marca funcionaria y me di cuenta tarde de q no grava a... Mi vecino la tiene y Le graba cuando Le viene en gracia. No lo compreis",No graba en ninguna tarjeta,electronics
1,El mando se anuncia con boton de netflix y amazon pero el que me han enviado no los tiene,.no coincide el producto enviado con el anunciado,electronics
1,"Al poco d dudarlo ya no funcionan dos de los ocho enchufes. El artículo parece de buena calidad, pero el plástico que hay tras los enchufes que lo sujetan no cumple con las expectativas y se ha roto. Voy a intentar tramitar la devolución del mismo.. Reviso el comentario, ya que desde hace un tiempo, no deja de emitir un incesante pitido que resulta muy molesto",Enchufes fragiles. Incesante pitido,electronics
1,Está muy bien y barato pero lo he tenido que devolver porque no es compatible con el móvil mío J7.,Que funcione el aparato.,electronics
1,No solo se me envio un artículo que no tenia nada que ver con el que pedí sino que llevo más de un mes esperando,Mal servicio,electronics
1,A mi gata le da miedo. Sale corriendo solo con verlo. Tampoco gira así que se choca todo el rato tanto hacia delante como hacia atrás. Y para mi gusto es demasiado grande,No le gusta.,electronics
1,"Poco duración de batería, se entrecorta a menudo y en mi opinión un poco grandes",Mala compra,electronics
1,Malísima calidad!!! Me han durado 3 días y dejó de funcionar!!! No lo recomendó!!!,Muy mal,electronics
1,"Vuelvo a puntuar ya que los cascos sin ton ni son ha dejado de funcionar el micro,mis hijos hablan pero no los escuchan ,y si el volumen es bajo solo se escucha un casco,si el sonido es fuerte se escucha por los dos,los cascos no han sufrio ningún daño,ni golpe ni nada siempre están en un soporte en la mesa,los han usado bien poco,pero aunque los hubiesen usado mucho no me parecería lógico que dejase de funcionar tan pronto",Cambio opinión,electronics
1,"La vía izquierda a las dos semanas hace ruido y se satura. Altavoces para tirar. Los adaptadores para que no se caigan los auriculares son molestos en la oreja y no ajustan bien, perdiendo calidad d sonido. La pestaña de plástico que cubre el puerto para cargar el altavoz se ha desprendido con lo que el puerto queda al aire. No puedo repararlo. No recomiendo su compra.",Fernando,electronics
1,Todavia no me a llegado el producto.,No me a llegado,electronics
1,El producto no funciono,No ha ido bien,electronics
1,"En la parte positiva: -Diseño original. -Es mas grande de lo que puede parece en la foto y el material del que está hecho no es el típico plástico -La luz superior se puede encender de dos maneras, al pulsar cualquier botón y pasados unos segundos se apaga automáticamente o se puede dejar encendida todo el rato. Con el ajuste de luminosidad se puede dejar encendida toda la noche en la intensidad deseada, creando una luz de fondo agradable. -El volumen de la alarma CON RADIO es ajustable. Negativo: El tacto de los botones es desagradable, hace mucho ruido cada pulsación. Se pueden memorizar hasta 20 canales pero la única forma de pasar de una presintonía a otra es con un único botón hacia delante. Si estás en la presintonía 2 y quieres ir a la 1 no se puede ir hacia atrás, hay que ir hacia delante llegando al 20 para empezar en el 1. Todo esto con el ruido molesto que hacen los botones. -Tras 1 mes con el despertador confirmo que la calidad del sonido con bluetooth es DEFICIENTE; es un sonido sucio, con ruido. Es imposible oír algo de forma decente.",Deficiente,electronics
1,"Se trata de unos auriculares de pésima calidad. Diría que suenan incluso peor que los que te dan en la Renfe. Supongo que el resto de las valoraciones las ha escrito el vendedor. Yo he caído, no lo hagáis vosotros. Tendré que tomarme la molestia de devolverlos.",UNA BASURA,electronics
1,"Al principio funcionaba bien pero a los pocos meses se estropeó,la cinta suena cuando la pones pero a una velocidad más lenta de lo que debería.No la he devuelto por no complicarme pero no la recomiendo.",al principio funcionaba bien,electronics
1,Son de diferentes tamaños pero ya uno (único usado ) se daño,Baja calidad,electronics
1,"despues de tenerlo encima, no hemos dado cuenta que si carga no puede hablar por telefono, esperando que me devuelvan dinero estoy",malisimo no funciona,electronics
1,"Estas pilas vienen en mal estado de carga, las compré para un vapeador y so me han servido de nada, duran dos segundos, creo que estan en malas condiciones",No sirven para vapeadores,electronics
1,No me ha gustadi nada porque el paquete llegó abierto y vacío,No llegó el producto,electronics
1,"este pedido figura como entregado pero NO FUE ENTREGADO, que debo hacer?",pedido no entregado,electronics
1,"Lo compre para usarlos con unos cascos en el pc, pero mis compañeros de equipo apenas me pueden escuchar y yo oigo todo fatal",Defraudado,electronics
1,Despues de 2 meses aun no me ha llegado. No esperen buena valoración ya que aún no esta en mis manos el producto,Informalidad,electronics
1,"Pésima. Se desconecta todo el rato y tienes que estar toqueteando la aplicación para que vuelva a conectar, la aplicación está traducida por un mono con un teclado desde luego lo llego a saber y no la compro! Pongo una estrella porque no me deja dejarlas vacías",Pesima,electronics
1,"Decepcionante ha sido tener estos auriculares, ya he puesto en marcha la devolución, cuando los utilice por primera vez, a los cinco minutos la batería se agotaba. Entonces lo puse a cargar y al día siguiente los volví a utilizar y pasó exactamente lo mismo. A la tercera vez ya me cansé y me metí en Amazon para tramitar la devolución. Mucho ojo con estos productos porque hay muchas opiniones falsas sobre este tipo de auriculares, no sé como Amazon permite que pasan estas cosas...",No se carga la batería,electronics
1,Se descarga muy rápido. En dos meses dejó de funcionar. No aconsejable. No encuentras fundas ni accesorios para estos moviles,Laura López,electronics
1,Producto de bazar chino. Conectado marque en pantalla que está cargando pero no carga son defectuosos dinero tirado a la basura,Malísimo no funcionan,electronics
1,"Me ha llegado sin el boton de you tube..por tanto no es el pedido k se pidio, ni el de la descripcion ni la foto",Falso,electronics
1,No me lo reconoce mi television samsung q7 aparece como sin señal,No funciona,electronics
1,"Intervalómetro muy sencillo, de ahí su precio. He tenido un problema con un conector y el servicio post-venta no contesta ni a través de Amazon. El fabricante tampoco. Puede funcionar adecuadamente pero no hay un servicio post-venta que respalde el producto y ésto es parte importante a la hora de comprar un producto. No compraría un producto sin atención al cliente, como es el caso. Si te ha resultado útil esta opinión, pulsa el botón de opinión útil, por favor.",Sin servicio post-venta,electronics
1,"El protector en si se ve muy bien, pero me arrepiento de comprar este pronto ya que se me ha roto la pantalla del móvil debajo del protector. Es una lastima porque realmente debe ocurrir al revés, que se dañe el protector pero que por lo menos la pantalla del móvil siga bien.",Encaja muy bien con la pantalla y es fácil de instalar,electronics
1,No llego en la fecha indicada aún espero,No llego en el plazo estimado,electronics
1,"Me llegó con auricular sin funcionar.... en fin. No recomiendo la compra con este vendedor, y además difícil contactar con él.",Mal funcionamiento,electronics
1,No me ha gustado nada porque no coge ni las emisoras,que se oiga,electronics
1,"Aunque el sonido era bueno, el micrófono para mantener una conversación era malísimo y mi interlocutor no me escuchaba, por lo que tuve que devolverlo",Micrófono para llamadas malo,electronics
1,Defectuoso la pieza de carga bienen rotas compre tres y los tres tienen el mismo problema,Defectuoso,electronics
1,Mandos con buen precio y acabado pero no funcionan y están probados en dos puertas de garaje distintas e intentado sincronizar con mandos de diversas marcas por si había alguna incompatibilidad. La verdad que una pena.,No funcionan y probados en más de una puerta,electronics
1,"En menos de un año, no funciona medio mando, uso normal, es muy parecido al original pero no da el mismo resultado",Muy insatisfecho,electronics
1,Mal me llegó roto y el segundo q me mandan además de otra vez rota me mandan el de otro modelo,Mal servicio,electronics
1,"No funciona, se encienden los leds, establece conexión pero no suena...",No funciona,electronics
1,"No trae las instrucciones en español. El manejo es muy complicado, nada intuitivo.. Cuando se enciende el despertador, siempre la luz de la pantalla está al máximo; si quieres bajar la intensidad, tienes que encender la luz del dormitorio, buscar el mando a distancia y desde allí se acciona la intensidad; no guarda la última intensidad seleccionada. Si está sonando la radio, no puedes ver la hora que es y para mí eso es esencial. Para pasar de presintonía tienes que hacerlo a través del mando a distancia. El diseño parece muy bonito en la foto, pero en la mano tiene colores de plástico muy feos. Creo que por este precio se podría esperar más calidad, y más de una marca como Blaupunkt.",Absolutamente desaconsejable.,electronics
1,"Producto malísimo, encima lo compré porque en el anuncio pone original de Samsung y es falso, es una copia de mala calidad y encima cara. A los pocos días deja de funcionar algún botón. No lo compréis.","Malísima copia China, no recomendable",electronics
1,"La funda se rompe inmediatamente por los anclajes, no la recomiendo. Trae protector de pantalla, pero lo que es la funda no es buena.",No la recomiendo,electronics
1,"En el anuncio ponía que eran vers bt 5.0, però los q envían son 4.2. Además son incómodos.",No corresponde lo Q envían con lo q anuncian,electronics
1,Las pilas se gastan a los pocos días. Detecta movimientos cuando no los hay. Es muy poco fiable,Poco fiable,electronics
1,"muy mal producto, mala calidad de sonido, mala conectividad, apenas duran una hora,producto decepcionante.",malísima calidad,electronics
1,Debería haber llegado para el 6 de Agosto y no sé si lo recibiré,no sé,electronics
1,"La sujeción al proyector es muy endeble, no me atrevo a colgarlo por miedo a que se rompa y se caiga el proyecto. No hay instrucciones y no conseguí montarlo para que tuviera la inclinación que anunciaba tener, sólo se podía mover a los lados. Encima no lo puedo devolver porque me ha pasado el tiempo de devolución por no saber cómo iba. Un desastre de compra.",Un desastre,electronics
1,El paquete llego vacío y me tuvieron que reembolsar el dinero,Penoso,electronics
1,"El protector de arriba bien, el de abajo no cubre totalmente la pantalla, queda una franja de unos 2mm sin cubrir por lo que preveo que se va a llenar de suciedad. Desde luego un producto que no cumple mis espectativas.","Fatal, no cubre toda la pantalla tactil",electronics
1,No vale porque no ajusta en el giro para brujula. La ruleta va por fuera y por más que se intenta no entra,Sergio,electronics
1,"para ver la tv correcto, enfocada de cara a repetidor y en una ventana. De canales de pago, ni los ve, ni los sintoniza",antena,electronics
1,la batería dura para un par de videos de 5 minutos como mucho,la bateria dura muy poco,electronics
1,"La verdad es que no he conseguido que funcione en mi televisor SAMSUNG y que se conecte al Wifi. Tengo que probar con algún otro televisor de la misma marca, a ver si es cuestión del modelo. El USB viene perpendicular lo que hace que no quepa en el puerto del televisor porque pega con la parte trasera del mismo que forma un espacio demasiado estrecho. Le pude un conector de cable pero tampoco me ha funcionado.",No he conseguido que funcione,electronics
1,"Muy malo, el material no es cristal, el tamaño no es correcto, sobresale 1mm todo alrededor lo que sumado a que es un plástico flexible acaba despegado en poco tiempo.",No vale la pena,electronics
1,No es de un p10 lite te envían lo que quieren por lo que veo,Mal no peor aún,electronics
1,"Mala calidad, burbujas por todos lados y guía para colocarlo de pésima calidad igualmente",Malo,electronics
1,"Me ha decepcionado el aparato.No es un aparato para hacer plug and play ya que hay que tener unos conocimientos para hacer que funcione. Primeramente no tiene Kodi instalado ,luego hay que buscar todo lo necesario para que puedas ver algo.No se si otro aparato es mas intuitivo que éste ya,que el menú no te dice nada. En definitiva el aparato tecnologicamente sera bueno pero para navegar por internet ya me vale mi TV Smart Tv.",Juan Ramon,electronics
1,Es de juguete y no se puede extraer.,Fatal,electronics
1,No funciona para nada y no hay devolucion,Mal,electronics
1,"No me gustaron nada, no son comodos puesto que no tienen una ojera especifica, o sea pueden ponerse para un lado u el otro y eso hace que no queden bien puesto para nungun lado. El sonido no esta mal. La bateria fatal. No dura nada y encima creo que la mia se daño porque no cargo nuca mas.","Muy mala calidad, para hacer deporte horribles",electronics
1,Yo no escuchaba el audio,No me funcionaba,electronics
1,"No puedo opinar sobre el artículo pues, me han enviado otro producto distinto al solicitado y encima defectuoso, he tenido que devolverlo.",Envío equivocado y defectuoso,electronics
1,"Increíble, pero tengo menos calidad de señal con el encendido que con el quitado. Lo he devuelto.",No vale para nada.,electronics
1,se descargan en 15 min. puedes cargarlo durante horas que en 15 min los pierdes,para 3 canciones,electronics
1,No me ha llegado el producto por un fallo. Mala atencion al cliente. En otras comprar me han vuelto ha enviarlo lo que compre sin pedirme gastos de envio ni ponerme problemas muy disgustada.,Mala atencion no he recibido mi comprar y no me devuelven el dinero,electronics
1,"He Perdido mucho tiempo esperando el producto y no me ha llegado, me han dicho que me abonarán lo que ale pero de momento nada. Doy una estrella porque no hay la opción de no poner ninguna",No llega el producto,electronics
1,Lo he devuelto. No funciona . Pedí el de Google y va perfecto. Se nota otra calidad y es sencillo de configurar.,Lo he devuelto. No funciona,electronics
1,"Suena a chatarra, tiene un volumen muy bajo, ausencia absoluta de graves, manual en inglés, la conexión por bluetooth es inestable, tiene cortes a pesar de estar el móvil a 1m. En definitiva, una joya.",Devuelto en 12 horas,electronics
1,Se escucha muy mal con un terrible pitido de fondo. No lo recomiendo. Ha sido tirar el dinero a la basura.,Producto muy muy malo,electronics
1,"No me ha gustado , sólo se escucha uno de los auriculares ( no sé si por compatibilidad ). Una decepción.",Solo me funciona uno de los auriculares,electronics
1,Lo compre hace poco y ya no va....,Ha durado menos de 6 meses.,electronics
1,Podría haber sido muy util si sú calidad no fuera tan penosa. Plastico malo rodamientos pequeños.,Sú mala calidad,electronics
1,El producto tienen muy buena pinta pero no se corresponde con los modelos que anuncia,NO SE CORRESPONDE CON LO ANUNCIADO,electronics
1,Producto que no especifica bien los modelos a los cuales es correcta esta llave de extracción de la radio. Su separación es de 30 mm y la compré para un Opel Corsa D del 2009 y no sirve. Para otras personas la separación de este modelo de vehículo es de 90 mm.,Falta de detalles en la información de venta del producto.,electronics
1,lo acabo de recibir primero empezaré por lo bueno visibilidad tanto en radio reloj como en techo nítida y clara fácil manejo muy completo lo malo mucha luminosidad por la noche necesitaría bajar la luminosidad un poquito da mucha claridad al dormitorio la radio que yo la pongo para despertarme con ella y para dormirme el volumen mínimo que es uno es muy alto me molesta a mí y a mi pareja tengo uno muy antiguo que le puedo bajar el volumen bastante más que a este pesa muy poco al tocar las teclas se puede mover no sé si me voy a quedar con él lo acabo de recibir lo he usado una noche,calidad precio bueno,electronics
1,Problemas de conexión con auriculares Energy BT que funcionan perfectamente con otros dispositivos. Produce distorsiones cuando lo tengo guardado en el bolsillo y camino. Mala conexión del USB que corta la comunicación con el reproductor del coche.,Mala conexión BT y USB,electronics
1,"Por ahorrar me compré estos auriculares y la verdad es que han salido malos. Se descargan muy rápido y tienen un alcance bastante limitado. Hay que estar al lado del móvil/ordenador para escucharlo bien, si no hay interferencias.",Poca duración de la batería.,electronics
1,No envia factura ni nado solo el producto.Por compar 4 unidas deve tener factura en el paquete de envio,Compra sin dar factura,electronics
1,"Completamente un estafa, el material de la parte inferior por donde hacen contacto para cargarlos es de tan mala calidad que se queda encajado en el orificio del cargador. Cuando he ido a sacarlo me que he quedado con el auricular en la mano y los circuitos que llevan por dentro colgado de él. No lo recomiendo",Pésima calidad,electronics
1,Compré este cargador para la aspiradora Rowenta pero al cabo de un par de meses ya no cargaba.,Poca durabilidad,electronics
1,"Pesima calidad de sonido, pensando que serian los nuevos extra bass los compramos y 2 pero sob basura... ahi tengo uno tirado en el cajon",Bad quality sound,electronics
1,"Aunque tiene todas las características del producto que necesitaba, el pinganillo de entrada es más corto de la cuenta y no me sirve de nada.",No me vale,electronics
1,"Lo tengo desde hace cinco meses y aún no he conseguido arrancarlo. No se oye nada. Seguiré intentándolo, puede ser un tema de formatos aunque ya he intentado muchos, pero esto tiene mala pinta.",No me funciona,electronics
1,Aparentemente igual que el original. Pero a la.hora de montarlo no cuadra con la llave y se queda el botón clavado sin salir de llave. No he podido darle uso.,No sirve para llave opel Astra,electronics
1,"Cuando compraba pense que no voy a necesitar 6... pero ahora entiendo porque lo venden asi, porque uno no dura ni un mes.",Muy mala calidad,electronics
1,Estropeado no funciona no carga y se ajusta miy mal al iphone 5 desilusionado no se como devolverlo ya ya,Carlos,electronics
1,"En las características del producto pone que la batería de los auriculares dura de 2.5 a 3 horas,cuando como mucho dura 1hora.",No recomendable.,electronics
1,"La bateria dura muy poco, dura apenas una hora, no vale la pena. Un desastre.",Mal producto,electronics
1,"Cristal templado que se mueve aun estando instalado. Tal es así, que la primera caida que tuvo, se desprendió el cristal del móvil y, obviamente, no se pudo volver a instalar. NO hay laterales curvos, es más, arañan bastante al tacto de los dedos. Una mala compra sin duda.",Vergonzoso,electronics
1,En la descripción del producto enumeran una serie de productos compatibles con en cable y resulta ser FALSO. No funciona con el Xiaomi Mi Mix 3 con conector USB C. Una perdida de tiempo para el consumidor.,MIENTEN EN LA DESCRIPCIÓN,electronics
