stars,review_body,review_title,product_category
1,Me han mandado un libro para ninos en vez de la pizarra. Una verguenza...,F**king scam,sports
1,"No pude ponerlos en mi monopatin, no se si es culpa de mi modelo, pero estan muy bien hechos",Bien hechos,sports
1,A los 50 km por terreno prácticamente llano y sin forzarla reventó dos veces,Rota a los 50 km,sports
1,"La compramos hace un año. Estuvo bien conservada sin darle el sol y la lluvia, y la desmontamos para pasar el resto del año mejor conservada. La cremallera se rompió a los 10 días. Un año después la red de protección está totalmente resquebrajada, la cremallera totalmente rota, y el protector azul de la base totalmente desecho (cae a trozos por momentos). La utilizan mi hijo de 3 años y mi hija de casi dos. Muy mala compra, y no tienen repuestos. Una pena.",Mala compra,sports
1,Estamos esperando una respuesta favorable ya que es un regalo a un niño y hemos ido haciendo lo que nos han pedido hemos enviado las fotos pero esperamos que nos lo resuelvan fácilmente y sea de nuestro agrado,Es un producto defectuoso,sports
1,Noha llegado el pedido realizado en febrero.,El pedido no ha llegado,sports
1,"He comprado con urgencia, pues necesito de mi patinete para trabajar, Pagué 6 euros más para que llegara en 24h. Después de este tiempo, me llamaron por teléfono pero no estaba en casa, el repartidor dijo que me iría dejar al día siguiente hasta el mediodía, pero me quedé en casa toda la mañana y nadie me ha llamado, ahora 03 días después, no tengo el produto y no sé dónde esta, estoy viajando esta tarde y no recomiendo esta entrega rápida a nadie.",No recomiendo esta entrega rápida a nadie.,sports
1,"Venía sin 2 de las 3 pilas, en el manual dice que es regulable la barra y no lo es, la cinta venía mojada, parecía que alguien la había usado y luego devuelto. El trato de atención al cliente pésimo",Mal producto peor atención,sports
1,Aseguró que todo el reloj,No,sports
1,"He intentado comprar los pañuelos 2 veces, y dos veces que no llegan. Me gustaría poder opinar pero me quedo con las ganas y esperando. Un poco decepcionante.",2 intentos de compra sin éxito,sports
1,Nunca llegaron y no me devolvieron el dinero,Fatal,sports
1,"Muy mal, las ruedas no son estables. Muy torpe. No es adecuado para niños de 2 años, incluso mi hija de 7 años tiene miedo de montar. y hace ruido de la rueda trasera. No recomendaría esto.",Muy mal,sports
1,Muy caro para la poca calidad una malísima compra.,"Caro y calidad 0,0 se descolora y mancha el resto de ropa solo usándolo puesto",sports
1,Lo devolví pone que es acuático i no es cierto,No es acuático lo devolví,sports
1,"No he recibido el producto, pasan ya 2 días de fecha de entrega en el seguimiento del mismo No hay reemplazo del producto",Comprador,sports
1,"mala calidad, mala iluminación, bandas azules la he tenido que desinstalar","mala calidad, mala iluminación, bandas azules la he tenido que desinstalar",sports
1,"He pedido y pagado el paraguas de 150 cm de diámetro y me han enviado el de 133 cm, que es más barato y con retraso. El primero que pedí ni siquiera me llegó. Una vergüenza.",Me envían un paraguas más barato del que pedí.,sports
1,"No engrana cuando subes del plato pequeño, quiero cambiarlo",No funciona bien,sports
1,"Todavía lo estoy esperando..ya han pasado más de seis meses.nadie me dice nada al respecto,eso sí, con el dinero ya se han quedado.",Fran,sports
1,"La verdad es que muy pequeño e incomodo. Por desgracia no me lo había probado hasta el día de hoy, y no creo que acepten la devolución del importe o cambio por otro artículo.",Muy pequeño,sports
1,"No me ha resuelto el ruido que hace y no vale para nada, mala calidad y absurdo.",No vale para nada.,sports
1,"No lo he recibido y quedaron en devolverme el dinero porque el producto se perdio por el camino, me dijeron que me devolverian el dinero ya que no tenian mas, ya que estaba muy solicitado, resultando que fui de nuevo a la pagina y se podia comprar pero mas caro. A ver si se dignan a devolverme el dinero antes de denunciarles",Muy mala experiencia con este vendedor,sports
1,Aún no he conseguido quitarle el nauseabundo sabor que le deja al agua.,Agua con sabor horrible.,sports
1,No es lo que esperaba. Las fotos una cosa el artículo otra. Decepcionado. Muy decepcionado. La verdad un fracaso. No compraré más a ese vendedor,Muy mal para nada lo que esperabs,sports
1,"Es muy bonito, pero la primera vez que me lo puse, el tul que lleva haciendo las transparencias se empezo a rasgar, lo he devuelto.",Desilusion,sports
1,Lamentable. Mas pequeña de lo que se anuncia. La cremallera se me rompió el primer día. Solo sirve para teléfonos u objetos pequeños,Timo,sports
1,"Puede hacer el apaño pero es puro plástico y da un calor tremendo, en verano es terrible dormir en ese colchón. Lo compré para llevar al apartamento de la playa y casi mejor dormir en el suelo jajaja.",Malo,sports
1,"Las manillas me han resultado malas desde el día uno, desde el mismo día que las estrené. Los cuernos se pueden rotar en distintas posiciones pero a poco que uno se apoye en ellos, al colocarse de pie sobre la bicicleta por ejemplo, ya se mueven, resultando incómodos, y además se me desmontaron el primer día y ya no fui capaz a colocarlos de manera que quedaran ajustados. Además las manillas en sí resbalaban sobre el manillar, moviéndose adelante y atrás. Al final tuve que cambiarlas de inmediato. No las recomiendo para nada.",Las manillas me han resultado malas,sports
1,"Lo que no me ha gustado, ha sido que no me ha llegado, y me han devuelto el dinero... Si!! Pero no me lo han mandado de nuevo ni me ha dado la opción...",🤷🏼‍♀️,sports
1,"No ha durado ni 3 meses sin romperse. He tenido que comprar otra, pero desde luego no a esta empresa.",Malísima,sports
1,El producto no lo he recibido cuando la fecha de recepción era para el día 5 de Diciembre. Luego lo aplazaron al 8 de Diciembre y hoy estamos a 11 y no tengo noticias de cuando lo voy a recibir. El proveedor es informal e incompetente y no lo recomiendo en absoluto. Incumple y posibles compradores así como Amazon no debería confiar en el.,El producto todavia no lo he recibido,sports
1,La lente se ha deteriorado en menos de un mes de uso...ME GUSTARÍA DEVOLVER el producto. Mala calidad!!!,MALA CALIDAD,sports
1,"Estamos a 19 de junio y el producto me dicen que tenía que estar aquí el 6 de junio , esto no es esta bien , mala gestión",Mucha tardanza,sports
1,Regalo para cumpleaños que entregamos el miercoles 8. La bateria se termino el sabado y ha dejado de funcionar y no se puede cargar. Solicito la devolucion del producto y que lo cambien por una nueva camara sin coste,producto defectuoso,sports
1,"1 año exacto y dejó de funcionar. Lo cargo, se calienta y dura 2 escasos minutos y plof..",Bateria fatal,sports
1,No me han llegado y perdieron mi pedido.,Perdieron el pedido,sports
1,"En la segunda puesta y solo usado para caminar se ha deshilachado por la parte delantera, no es un producto de calidad, Amazon debería de comprobar la calidad de los artículos que vende.",Mala calidad,sports
1,"El vendedor puso el articulo en oferta, tras hacer el pedido y no recibir noticias contacte con el vendedor que no respondio a ninguno de mis mensajes, tuve que contactar con amazon para que me reembolsaran el dinero, es un estafador",El vendedor es un estafador,sports
1,"Lo compré el verano pasado, venía despegada, tiene una calidad horrorosa. No gastar ni en un duro en ella, no cumple con lo que indica",De lo peorcito,sports
1,"Acabo de montarla después de tirarme literalmente 2 horas. Es bastante difícil saber como poner las resistencias que van dentro de la barra que va de la consola a la rueda. No aclara bien las instrucciones como debe de ponerse, espero haberlo puesto bien. De momento se ve bastante dura, dentro de una semana intentaré editar el comentario y comentaros que tal funciona. EDITO: Me duró 2 días. 2 horas de uso. Al tercer día se rompió la cadena de dentro y fin del deporte. Ya está devuelta.","Montaje difícil, calidad buena",sports
1,Que dejáis los pedidos donde os da la puta gana? Para que pongo yo mi dirección para que lo dejéis en un bar que no se de quien es? Vaya servicio de mierda Ami a mi casa no me ha llegado nada y pone que llego el miércoles,Servicio de Mierda,sports
1,No es muy cómodo. Hay muchos mejores,No vale la pena,sports
1,"Una basura, los tacos no enganchan y después de haber hecho 4 agujeros con una broca del 12 me ha dejado la pared destrozada e inservible",No comprar,sports
1,Me lo iban a reenviar de nuevo y no ha llegado. Han pasado varias semanas,El producto no ha llegado,sports
1,Un dia ha durado... A la segunda noche en el suelo y al sofa,Se desincha en 1 solo uso,sports
1,Me han cobrado el producto y nunca lo he recibido,Estafa,sports
1,No recomiendo a nadie que la compre a mi me fallo porque llovió y no cojia carga y me ofrecieron repararla pagando yo y Amazon se lavó las manos complican mucho la devolución al final lo dejas correr que es lo que buscan,Desilusión y falta de atención,sports
1,Solo funciona con teclas delgadas y el acceso a las teclas no es fácil. no vale la pena.,no vale la pena,sports
1,"No pude ni probarlo la caja donde venia el sensor se veia manipulada el sensor tenia la pila puesta y activado, creo que la pila estaba sin carga y no se podia emparejar con ningún dispositivo. Opción de devolución de Amazon sin problema.",sensor manipulado,sports
1,"lo use varias veces para salidas cortas sin llevar los palos, pero el primer dia que lleve los palos... la goma da de si y se estiro, empezaron a botar cada vez mas. la sorpresa llego al llegar casa y ver que una de las gomas estaba descosida y el cinto estaba marcado de las rozaduras. LO DICHO SIN PALOS UN 10 , PERO PARA USAR CON LOS PALOS NO LO RECOMIENDO",sin palos perfecto CON PALOS UN DESASTRE,sports
1,"El patín ha dejado de funcionar a los dos meses . No obtengo ninguna respuesta por parte de ellos . Es una vergüenza, no lo compren , no se hacen responsables de sus productos.",Patinetes defectuosos y se hacen los locos !,sports
1,Quiero revisando mis pedidos no me di cuenta de que no me llego la devolución que hice por favor mi dinero o otra nueva,que no me llego,sports
1,"El material interno de la mochila empezó a deshacerse, y ahora no sirve para nada la mochila, te llena todo de goma pegajosa",Mala calidad,sports
1,El tallaje no se corresponde con la realidad. Pedí una talla L siguiendo la tabla de medidas del producto y se quedan pequeños. Lo peor no es esto. Si quiero devolverlos tengo que pagar 3 €. No vuelvo a comprar productos por este medio ya que es muy probable que no acierten con las tallas y si al coste del envío le añadimos el de devolución merece más la pena comprarlo en las tiendas de toda la vida.,Tallas incorrectas y coste por devolución.,sports
1,Muy cómodos pero poco duraderos. A ver si el nuevo modelo es más resistente...,Cómodos pero frágiles,sports
1,"Después de tres meses siguen sin enviarlo, pero si lo cobraron. Se supone que tenía que haber llegado a principios de noviembre.",Cuidado.,sports
1,"Que es un engaño total, materiales de 3° calidad y mal funcionamiento",Lo más importante es la poca seriedad del fabricante,sports
1,"El paquete vino abierto y pegado con cinta, es como si estuviera usado. Porque envían los productos así?",Paquete abierto,sports
1,"Si ya cuando lo adquirí decían que de vez en cuando daba valores anormal y repentinamente altos en los primeros usos, tras unos meses no se soluciona sino que se agudiza el problema. No es nada fiable. La cinta del pulso merece reseña aparte, doblada y deformada tras el cuarto uso.",Mala calidad,sports
1,Si el paraguas pesa un poko se cae y Se rompió en la primera ráfaga suave de viento. No lo recomiendo,Viento,sports
1,Demasiado tiempo para recibirlo. Casi un mes. No lo recomiendo,No recomendable,sports
1,"La calidad de las gomas que se sujetan a la patilla dejan bastante que desear. Ellos ya te envían recambios y es todo un acierto, porque en apenas un mes ya he tenido que cambiarlas tres veces.",Por el pvp no se puede pedir más.,sports
1,La caja vino abierta y el repartidor me dio las instrucciones en mano. A los 2 días no funcionaba. Amazon me devolvió el dinero . No lo recomiendo,malo,sports
1,"Se los compré a mi padre para las mañanas frías en el campo, y utilizó dos y no funcionaron. Así que los he devuelto a Amazon. Un producto horrible.",No funcionan,sports
1,"El producto llego con las pilas gastadas, además ilumina muy muy poco",Pilas gastadas,sports
1,"No corresponde para nada a su descripción. Es incómoda, rigida, limita los movimientos y parece más un corsé postural. En cuanto al neopreno de la parte interior se queda pegado a la piel y encima despinta. Ni produce calor ni te hace sudar y el grosor es mínimo. Un fiasco de faja imposible de soportar para una persona sin sobrepeso y delgada. Para nada recomendable.",Faja rígida e incómoda,sports
1,Lo use para regalar y no me gusto que viniese sin libro,mala preparacion,sports
1,"No me ha resultado buena compra, probablemente porque es complicado dar con la talla exacta.",Talla,sports
1,"Artículo malísimo , no sirve , tuve que devolver el artículo",Malo,sports
1,"Pedí este sillín nuevo por supuesto y me llego roto, descosido.","mal, muy mal",sports
1,El primero falló la batería y el segundo que compre el sistema de carga. Aguanta 5 min y se para. Vas a cargarlo y te indica batería al máximo y no carga.,Un desaste de patin,sports
1,Lo he estrenado este fin de semana y pierde agua... :-(,DEFECTUOSO,sports
1,"Sólo me han durado 2 días, son de muy mala calidad se rompen facilmente por el plástico del puente de la nariz","Material de mala calidad, se rompe muy facilment",sports
1,"Buenos días!. Queria saber sí este producto tiene garantia, pues se ha rota la pantalla. GRACIAS.",GARANTIA,sports
1,"se desgasta rapido, se quita el color hasta sin lavarlo , solo con usarlo",mala calidad,sports
1,Mejor píllate una bolsa de basura que fijo que aguanta más que esta chufa de traje que se me ha roto el segundo día de entrenamiento,malísimo,sports
1,"HE TENIDO QUE DEVOLVER ENTRA AGUA, NO ES ESTANCA",NO ES ESTANCA,sports
1,"Malos a rabiar ,no por el tejido ,si no por las cremalleras , no cierra ni una bien ,total dinero tirado",Cremalleras rotas,sports
1,"No puedo opinar sobre la calidad de la rueda. Lo que si puedo decir es que es literal mente imposible colocarla en el patinete. Ni calentándola, ni haciendo palanca ni nada. NO OS ACONSEJO COMPRAR ESTE PRODUCTO PARA XIAOMI MIJIA . Yo lo tuve que devolver y ahora tengo el patinete aparcado hasta recibir otras ruedas que si van.",No funcionan con xiaomi mijia m365,sports
1,"Mala calidad del producto, llegaron a destiempo y casi todos aplastados, y lo peor es que faltaban 19 unidades en la bolsa",F Jose Suarez,sports
1,"No era el color que pedí y además estaba sucia, como gastada.",Mal servicio,sports
1,"El producto llegó roto y tarde, no enciende",No funciona,sports
1,"El material es de muy mala calidad, la goma negra, que es la más dura, no ha aguantado ni un día...",Baja calidad,sports
1,"Es la mejor compra que he hecho en muchos años pero ya estaba usado el que he recibido. Estaba el firmware pirata ya que de serie corría a más de 25 km/h y faltaban los tornillos para apretar el manillar. Estoy descontento por estos aspectos. Y sospecho que las ruedas no son las de serie, estoy apunto de confirmar esta teoría cuando las cambie.",Ojo Articulo de segunda mano,sports
1,"Mal, muy simple, mal",No me gusta,sports
1,"No puedo dar opinión, porque no lo he recibido.",No recibido,sports
1,"Muy mal...el tornillo que viene es muy gordo y no vale. Luego el gancho es muy pequeño, me lo esperaba algo más grande. En definitiva, no sale nada barato para lo que es.",Mala compra,sports
1,"Malísimo, he pedido en dos ocasiones y todas las válvulas perdían aire. De las cuatro ni una sola funcionaba como debe. Que se puede esperar de un producto que no cumple con el cometido para el que está fabricado? No recomendable.",Pésimo,sports
1,Todavía no he recibido el envío.,Fiabilidad en la compra,sports
1,Funcionó durante una semana.,Mala calidad,sports
1,Mi botella tiene un agujero pequeño y cuando mi hijo bebe agua se vierte parte de agua,No es del todo hermética,sports
1,"De momento me viene media eliptica, ya he reclamado y esperando respuesta del vendedor, ademas de venir empaquetado como si hubiese pasado un tren por encima, esperando respuesta o devolución, encima al dia siguiente de pedirla baja 20 euros...",Ejem ejem,sports
1,Esta llave no es de un citroen C3 no la he podido montar,No es buena,sports
1,Lo he devuelto porque esperaba que fuese de los que son como una especie de tejido plastificado pero es de goma que cuesta de poner,No me ha gustado,sports
1,Me ha durado muy poco días pero muy pocos días y se rompe solo solo esto no vale la pena no vale para nada es casi igual que tirar el dinero no tiene nada de calidad,Un falso producto,sports
1,"No sé si van bien o no ,no me ha llegado el pedido 😡",No lo recibido 😡,sports
1,"Es una mierda de protector. Se pega mal,el primer dia se cascó laparte de arriba. No se lo recomiendo ni a mi peor enemigo",Una basura,sports
1,Esperaba un material bastante mas elástico capaz de absorber mejor las vibraciones del patinete,Amortiguador,sports
1,El producto llegó en el tiempo estimado y la instalación fue muy sencilla. El material es de metal y se le ve consistente. El problema está en el tornillo que une las dos piezas (la que va fijada al tubo y la que aguanta el ordenador) no hace su función y por más que lo aprietas no ajusta. En consecuencia el ordenador iba todo el trayecto botando sobre la potencia. La única solución que se me ocurre es ponerle una brida o algo así para que se esté quieto. Tampoco lo recomiendo si tu potencia es muy corta (tipo xc o enduro).,"No lo recomiendo, menos en potencias cortas",sports
